time,outdoor_t,rack_h,rack_l,rack_avg,env_avg,env_h,env_list,3835716_c,3835716_h,3835716_r,3835716_s,3835717_c,3835717_h,3835717_r,3835717_s,3835718_c,3835718_h,3835718_r,3835718_s,3835719_c,3835719_h,3835719_r,3835719_s,3835720_c,3835720_h,3835720_r,3835720_s
2023-06-02 19:30:00,30.8,36.2,26.7,30.820000000000004,26.7,26.7,[26.7],1.0,27.5,26.0,23.0,1.0,36.2,27.0,26.0,1.0,26.7,27.0,26.0,1.0,27.5,27.0,27.0,1.0,36.2,27.0,24.0
2023-06-02 19:35:00,30.8,36.2,26.7,30.820000000000004,26.8,26.8,[26.8],1.0,27.5,26.0,24.0,1.0,36.2,27.0,26.0,1.0,26.7,26.0,27.0,1.0,27.5,26.0,28.0,1.0,36.2,27.0,25.0
2023-06-02 19:40:00,30.4,36.2,26.7,30.860000000000003,26.8,26.8,[26.8],1.0,27.6,26.0,24.0,1.0,36.2,27.0,26.0,1.0,26.7,26.0,27.0,1.0,27.6,26.0,28.0,1.0,36.2,27.0,25.0
2023-06-02 19:45:00,29.9,36.1,26.7,30.78,26.7,26.7,[26.7],1.0,27.5,25.0,24.0,1.0,36.1,27.0,26.0,1.0,26.7,26.0,27.0,1.0,27.5,27.0,28.0,1.0,36.1,27.0,25.0
2023-06-02 19:50:00,29.8,36.1,26.6,30.8,26.7,26.7,[26.7],1.0,27.6,26.0,24.0,1.0,36.1,27.0,26.0,1.0,26.6,26.0,27.0,1.0,27.6,26.0,28.0,1.0,36.1,27.0,25.0
2023-06-02 19:55:00,29.7,36.1,26.7,30.82,26.7,26.7,[26.7],1.0,27.6,25.0,24.0,1.0,36.1,27.0,26.0,1.0,26.7,28.0,27.0,1.0,27.6,26.0,28.0,1.0,36.1,27.0,25.0
2023-06-02 20:00:00,29.8,36.0,26.7,30.74,26.7,26.7,[26.7],1.0,27.5,25.0,24.0,1.0,36.0,27.0,26.0,1.0,26.7,26.0,27.0,1.0,27.5,26.0,28.0,1.0,36.0,28.0,25.0
2023-06-02 20:05:00,29.5,36.0,26.7,30.7,26.8,26.8,[26.8],1.0,27.4,26.0,25.0,1.0,36.0,28.0,27.0,1.0,26.7,26.0,28.0,1.0,27.4,27.0,29.0,1.0,36.0,27.0,26.0
2023-06-02 20:10:00,29.4,36.1,26.7,30.78,26.8,26.8,[26.8],1.0,27.5,26.0,25.0,1.0,36.1,28.0,27.0,1.0,26.7,26.0,28.0,1.0,27.5,26.0,29.0,1.0,36.1,28.0,26.0
2023-06-02 20:15:00,29.4,36.0,26.7,30.74,26.8,26.8,[26.8],1.0,27.5,26.0,25.0,1.0,36.0,29.0,27.0,1.0,26.7,26.0,28.0,1.0,27.5,27.0,29.0,1.0,36.0,28.0,26.0
2023-06-02 20:20:00,29.5,36.1,26.7,30.82,26.8,26.8,[26.8],1.0,27.6,25.0,25.0,1.0,36.1,29.0,27.0,1.0,26.7,26.0,28.0,1.0,27.6,27.0,29.0,1.0,36.1,28.0,26.0
2023-06-02 20:25:00,29.2,36.4,26.7,30.98,26.9,26.9,[26.9],1.0,27.7,26.0,25.0,1.0,36.4,28.0,27.0,1.0,26.7,26.0,28.0,1.0,27.7,27.0,29.0,1.0,36.4,28.0,26.0
2023-06-02 20:30:00,29.0,36.4,26.7,30.940000000000005,26.9,26.9,[26.9],1.0,27.6,26.0,25.0,1.0,36.4,28.0,27.0,1.0,26.7,26.0,28.0,1.0,27.6,27.0,29.0,1.0,36.4,28.0,26.0
2023-06-02 20:35:00,29.3,36.4,26.8,30.96,26.8,26.8,[26.8],1.0,27.6,26.0,24.0,1.0,36.4,28.0,26.0,1.0,26.8,26.0,27.0,1.0,27.6,27.0,28.0,1.0,36.4,28.0,25.0
2023-06-02 20:40:00,29.2,36.4,26.8,31.0,26.8,26.8,[26.8],1.0,27.7,26.0,24.0,1.0,36.4,28.0,26.0,1.0,26.8,26.0,27.0,1.0,27.7,26.0,28.0,1.0,36.4,27.0,25.0
2023-06-02 20:45:00,28.9,36.4,26.7,30.9,26.8,26.8,[26.8],1.0,27.5,25.0,24.0,1.0,36.4,28.0,26.0,1.0,26.7,26.0,27.0,1.0,27.5,26.0,28.0,1.0,36.4,27.0,25.0
2023-06-02 20:50:00,29.0,36.3,26.7,30.9,26.8,26.8,[26.8],1.0,27.6,25.0,24.0,1.0,36.3,28.0,26.0,1.0,26.7,26.0,27.0,1.0,27.6,27.0,28.0,1.0,36.3,27.0,25.0
2023-06-02 20:55:00,29.0,36.2,26.7,30.820000000000004,26.8,26.8,[26.8],1.0,27.5,26.0,24.0,1.0,36.2,27.0,26.0,1.0,26.7,26.0,27.0,1.0,27.5,26.0,28.0,1.0,36.2,27.0,25.0
2023-06-02 21:00:00,28.9,36.2,26.7,30.820000000000004,26.8,26.8,[26.8],1.0,27.5,25.0,24.0,1.0,36.2,28.0,26.0,1.0,26.7,26.0,27.0,1.0,27.5,27.0,28.0,1.0,36.2,27.0,25.0
2023-06-02 21:05:00,29.0,36.1,26.7,30.78,26.7,26.7,[26.7],1.0,27.5,25.0,24.0,1.0,36.1,27.0,26.0,1.0,26.7,27.0,27.0,1.0,27.5,26.0,28.0,1.0,36.1,27.0,25.0
2023-06-02 21:10:00,29.0,36.1,26.7,30.74,26.7,26.7,[26.7],1.0,27.4,25.0,23.0,1.0,36.1,27.0,25.0,1.0,26.7,26.0,26.0,1.0,27.4,26.0,27.0,1.0,36.1,26.0,24.0
2023-06-02 21:15:00,28.7,35.9,26.7,30.660000000000004,26.6,26.6,[26.6],1.0,27.4,26.0,23.0,1.0,35.9,26.0,25.0,1.0,26.7,26.0,26.0,1.0,27.4,27.0,27.0,1.0,35.9,26.0,24.0
2023-06-02 21:20:00,28.4,35.7,26.6,30.56,26.6,26.6,[26.6],1.0,27.4,25.0,23.0,1.0,35.7,26.0,25.0,1.0,26.6,26.0,26.0,1.0,27.4,26.0,27.0,1.0,35.7,26.0,24.0
2023-06-02 21:25:00,28.3,35.7,26.6,30.56,26.6,26.6,[26.6],1.0,27.4,25.0,23.0,1.0,35.7,26.0,25.0,1.0,26.6,26.0,26.0,1.0,27.4,27.0,27.0,1.0,35.7,26.0,24.0
2023-06-02 21:30:00,28.3,35.7,26.6,30.56,26.6,26.6,[26.6],1.0,27.4,25.0,23.0,1.0,35.7,26.0,25.0,1.0,26.6,26.0,26.0,1.0,27.4,26.0,27.0,1.0,35.7,26.0,24.0
2023-06-02 21:35:00,28.3,35.7,26.6,30.56,26.6,26.6,[26.6],1.0,27.4,25.0,24.0,1.0,35.7,27.0,26.0,1.0,26.6,26.0,27.0,1.0,27.4,26.0,28.0,1.0,35.7,26.0,25.0
2023-06-02 21:40:00,28.3,35.8,26.5,30.54,26.7,26.7,[26.7],1.0,27.3,25.0,24.0,1.0,35.8,27.0,26.0,1.0,26.5,26.0,27.0,1.0,27.3,26.0,28.0,1.0,35.8,28.0,25.0
2023-06-02 21:45:00,28.1,35.8,26.6,30.559999999999995,26.7,26.7,[26.7],1.0,27.3,25.0,24.0,1.0,35.8,27.0,26.0,1.0,26.6,26.0,27.0,1.0,27.3,26.0,28.0,1.0,35.8,27.0,25.0
2023-06-02 21:50:00,28.2,35.9,26.6,30.6,26.7,26.7,[26.7],1.0,27.3,25.0,24.0,1.0,35.9,27.0,26.0,1.0,26.6,26.0,27.0,1.0,27.3,26.0,28.0,1.0,35.9,27.0,25.0
2023-06-02 21:55:00,28.1,35.8,26.6,30.559999999999995,26.7,26.7,[26.7],1.0,27.3,26.0,24.0,1.0,35.8,27.0,26.0,1.0,26.6,26.0,27.0,1.0,27.3,27.0,28.0,1.0,35.8,29.0,25.0
2023-06-02 22:00:00,28.2,35.8,26.6,30.559999999999995,26.6,26.6,[26.6],1.0,27.3,25.0,24.0,1.0,35.8,27.0,26.0,1.0,26.6,26.0,27.0,1.0,27.3,26.0,28.0,1.0,35.8,27.0,25.0
2023-06-02 22:05:00,28.0,35.9,26.6,30.6,26.7,26.7,[26.7],1.0,27.3,25.0,25.0,1.0,35.9,27.0,27.0,1.0,26.6,27.0,28.0,1.0,27.3,27.0,29.0,1.0,35.9,27.0,26.0
2023-06-02 22:10:00,27.9,35.7,26.6,30.52,26.7,26.7,[26.7],1.0,27.3,26.0,25.0,1.0,35.7,28.0,27.0,1.0,26.6,26.0,28.0,1.0,27.3,26.0,29.0,1.0,35.7,28.0,26.0
2023-06-02 22:15:00,27.8,36.0,26.6,30.64,26.6,26.6,[26.6],1.0,27.3,25.0,25.0,1.0,36.0,28.0,27.0,1.0,26.6,26.0,28.0,1.0,27.3,26.0,29.0,1.0,36.0,27.0,26.0
2023-06-02 22:20:00,27.8,36.0,26.6,30.68,26.7,26.7,[26.7],1.0,27.4,26.0,25.0,1.0,36.0,29.0,27.0,1.0,26.6,27.0,28.0,1.0,27.4,26.0,29.0,1.0,36.0,28.0,26.0
2023-06-02 22:25:00,27.8,36.1,26.5,30.74,26.6,26.6,[26.6],1.0,27.5,26.0,25.0,1.0,36.1,28.0,27.0,1.0,26.5,27.0,28.0,1.0,27.5,26.0,29.0,1.0,36.1,28.0,26.0
2023-06-02 22:30:00,27.9,36.3,26.6,30.84,26.6,26.6,[26.6],1.0,27.5,26.0,25.0,1.0,36.3,28.0,27.0,1.0,26.6,26.0,28.0,1.0,27.5,27.0,29.0,1.0,36.3,27.0,26.0
2023-06-02 22:35:00,27.8,36.4,26.8,31.0,27.0,27.0,[27.0],1.0,27.7,26.0,26.0,1.0,36.4,28.0,28.0,1.0,26.8,27.0,29.0,1.0,27.7,27.0,29.0,1.0,36.4,28.0,27.0
2023-06-02 22:40:00,27.8,36.7,27.6,31.6,27.3,27.3,[27.3],1.0,28.5,27.0,26.0,1.0,36.7,29.0,28.0,1.0,27.6,29.0,29.0,1.0,28.5,27.0,29.0,1.0,36.7,28.0,27.0
2023-06-02 22:45:00,27.9,36.7,28.2,32.08,27.5,27.5,[27.5],1.0,29.4,28.0,26.0,1.0,36.7,28.0,28.0,1.0,28.2,29.0,29.0,1.0,29.4,27.0,29.0,1.0,36.7,28.0,27.0
2023-06-02 22:50:00,27.8,36.9,27.9,31.98,27.4,27.4,[27.4],1.0,29.1,27.0,26.0,1.0,36.9,29.0,28.0,1.0,27.9,27.0,29.0,1.0,29.1,27.0,29.0,1.0,36.9,29.0,27.0
2023-06-02 22:55:00,27.8,36.9,27.9,31.86,27.4,27.4,[27.4],1.0,28.8,26.0,26.0,1.0,36.9,29.0,28.0,1.0,27.9,27.0,29.0,1.0,28.8,27.0,29.0,1.0,36.9,29.0,27.0
2023-06-02 23:00:00,27.8,37.1,27.6,31.880000000000003,27.4,27.4,[27.4],1.0,28.8,27.0,26.0,1.0,37.1,29.0,28.0,1.0,27.6,28.0,29.0,1.0,28.8,27.0,29.0,1.0,37.1,28.0,27.0
2023-06-02 23:05:00,27.6,37.2,28.2,32.239999999999995,27.6,27.6,[27.6],1.0,29.3,27.0,23.0,1.0,37.2,29.0,26.0,1.0,28.2,28.0,27.0,1.0,29.3,27.0,28.0,1.0,37.2,28.0,25.0
2023-06-02 23:10:00,27.4,37.2,27.8,32.0,27.3,27.3,[27.3],1.0,28.9,26.0,23.0,1.0,37.2,27.0,26.0,1.0,27.8,27.0,27.0,1.0,28.9,27.0,28.0,1.0,37.2,26.0,25.0
2023-06-02 23:15:00,27.5,36.8,27.8,31.72000000000001,27.2,27.2,[27.2],1.0,28.6,26.0,23.0,1.0,36.8,26.0,26.0,1.0,27.8,27.0,27.0,1.0,28.6,27.0,28.0,1.0,36.8,26.0,25.0
2023-06-02 23:20:00,27.3,36.8,27.6,31.68,27.1,27.1,[27.1],1.0,28.6,26.0,23.0,1.0,36.8,27.0,26.0,1.0,27.6,27.0,27.0,1.0,28.6,27.0,28.0,1.0,36.8,27.0,25.0
2023-06-02 23:25:00,27.1,36.6,27.3,31.34,27.0,27.0,[27.0],,28.1,,,,36.6,,,,27.3,,,,28.1,,,,36.6,,
2023-06-02 23:30:00,27.1,36.4,27.3,31.26,27.0,27.0,[27.0],1.0,28.1,26.0,23.0,1.0,36.4,26.0,26.0,1.0,27.3,26.0,27.0,1.0,28.1,26.0,28.0,1.0,36.4,26.0,25.0
2023-06-02 23:35:00,27.0,36.3,27.2,31.160000000000004,26.9,26.9,[26.9],1.0,28.0,26.0,23.0,1.0,36.3,27.0,24.0,1.0,27.2,26.0,26.0,1.0,28.0,26.0,27.0,1.0,36.3,27.0,24.0
2023-06-02 23:40:00,27.3,36.1,27.1,30.940000000000005,26.8,26.8,[26.8],1.0,27.7,25.0,23.0,1.0,36.1,26.0,24.0,1.0,27.1,26.0,26.0,1.0,27.7,27.0,27.0,1.0,36.1,26.0,24.0
2023-06-02 23:45:00,26.9,35.9,27.0,30.84,26.8,26.8,[26.8],1.0,27.7,26.0,23.0,1.0,35.9,26.0,24.0,1.0,27.0,26.0,26.0,1.0,27.7,28.0,27.0,1.0,35.9,26.0,24.0
2023-06-02 23:50:00,26.9,35.9,26.9,30.76,26.7,26.7,[26.7],1.0,27.6,25.0,23.0,1.0,35.8,26.0,24.0,1.0,26.9,26.0,26.0,1.0,27.6,26.0,27.0,1.0,35.9,26.0,24.0
2023-06-02 23:55:00,27.3,35.8,26.9,30.7,26.7,26.7,[26.7],1.0,27.5,25.0,23.0,1.0,35.8,26.0,24.0,1.0,26.9,26.0,26.0,1.0,27.5,27.0,27.0,1.0,35.8,26.0,24.0
2023-06-03 00:00:00,27.1,35.8,26.8,30.660000000000004,26.8,26.8,[26.8],1.0,27.5,26.0,23.0,1.0,35.7,26.0,24.0,1.0,26.8,26.0,26.0,1.0,27.5,27.0,27.0,1.0,35.8,26.0,24.0
2023-06-03 00:05:00,27.2,35.8,26.7,30.6,26.6,26.6,[26.6],1.0,27.4,25.0,23.0,1.0,35.7,26.0,23.0,1.0,26.7,25.0,24.0,1.0,27.4,26.0,26.0,1.0,35.8,26.0,23.0
2023-06-03 00:10:00,27.0,35.7,26.3,30.42,26.4,26.4,[26.4],1.0,27.3,25.0,23.0,1.0,35.5,26.0,23.0,1.0,26.3,25.0,24.0,1.0,27.3,26.0,26.0,1.0,35.7,26.0,23.0
2023-06-03 00:15:00,27.0,35.7,26.0,30.32,26.3,26.3,[26.3],1.0,27.3,25.0,23.0,1.0,35.3,25.0,23.0,1.0,26.0,25.0,24.0,1.0,27.3,26.0,26.0,1.0,35.7,25.0,23.0
2023-06-03 00:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-03 00:25:00,26.8,35.4,25.9,30.14,26.2,26.2,[26.2],1.0,27.3,24.0,23.0,1.0,34.8,25.0,23.0,1.0,25.9,24.0,24.0,1.0,27.3,26.0,26.0,1.0,35.4,25.0,23.0
2023-06-03 00:30:00,26.5,35.2,25.8,29.98,26.2,26.2,[26.2],1.0,27.0,25.0,23.0,1.0,34.9,25.0,23.0,1.0,25.8,25.0,24.0,1.0,27.0,26.0,26.0,1.0,35.2,25.0,23.0
2023-06-03 00:35:00,26.6,35.2,25.8,30.0,26.3,26.3,[26.3],1.0,27.0,25.0,24.0,1.0,35.0,25.0,24.0,1.0,25.8,26.0,25.0,1.0,27.0,26.0,27.0,1.0,35.2,25.0,24.0
2023-06-03 00:40:00,26.5,35.2,25.9,29.98,26.1,26.1,[26.1],1.0,27.0,24.0,24.0,1.0,34.8,25.0,24.0,1.0,25.9,24.0,25.0,1.0,27.0,26.0,27.0,1.0,35.2,25.0,24.0
2023-06-03 00:45:00,26.6,35.2,26.0,30.04,26.3,26.3,[26.3],1.0,27.0,25.0,24.0,1.0,35.0,26.0,24.0,1.0,26.0,27.0,25.0,1.0,27.0,26.0,27.0,1.0,35.2,26.0,24.0
2023-06-03 00:50:00,26.7,35.2,26.0,30.020000000000003,26.4,26.4,[26.4],1.0,26.9,25.0,24.0,1.0,35.1,26.0,24.0,1.0,26.0,26.0,25.0,1.0,26.9,27.0,27.0,1.0,35.2,26.0,24.0
2023-06-03 00:55:00,26.5,35.2,26.1,30.1,26.3,26.3,[26.3],1.0,27.0,25.0,24.0,1.0,35.2,25.0,24.0,1.0,26.1,24.0,25.0,1.0,27.0,26.0,27.0,1.0,35.2,26.0,24.0
2023-06-03 01:00:00,26.7,35.2,25.9,30.06,26.4,26.4,[26.4],1.0,27.0,25.0,24.0,1.0,35.2,26.0,24.0,1.0,25.9,25.0,25.0,1.0,27.0,26.0,27.0,1.0,35.2,26.0,24.0
2023-06-03 01:05:00,26.8,35.3,26.1,30.18,26.4,26.4,[26.4],1.0,27.1,26.0,25.0,1.0,35.3,26.0,25.0,1.0,26.1,27.0,26.0,1.0,27.1,26.0,28.0,1.0,35.3,26.0,25.0
2023-06-03 01:10:00,26.6,35.7,26.9,30.78,26.7,26.7,[26.7],1.0,27.8,26.0,25.0,1.0,35.7,26.0,25.0,1.0,26.9,26.0,26.0,1.0,27.8,27.0,28.0,1.0,35.7,27.0,25.0
2023-06-03 01:15:00,26.7,36.0,27.3,31.26,26.9,26.9,[26.9],1.0,28.5,27.0,25.0,1.0,36.0,27.0,25.0,1.0,27.3,28.0,26.0,1.0,28.5,27.0,28.0,1.0,36.0,26.0,25.0
2023-06-03 01:20:00,26.5,36.0,27.3,31.3,26.7,26.7,[26.7],1.0,28.6,25.0,25.0,1.0,36.0,26.0,25.0,1.0,27.3,25.0,26.0,1.0,28.6,26.0,28.0,1.0,36.0,26.0,25.0
2023-06-03 01:25:00,26.4,36.2,27.4,31.520000000000003,27.0,27.0,[27.0],1.0,28.9,27.0,25.0,1.0,36.2,27.0,25.0,1.0,27.4,26.0,26.0,1.0,28.9,27.0,28.0,1.0,36.2,26.0,25.0
2023-06-03 01:30:00,26.4,36.2,27.6,31.72,27.1,27.1,[27.1],1.0,29.3,27.0,25.0,1.0,36.2,27.0,25.0,1.0,27.6,28.0,26.0,1.0,29.3,27.0,28.0,1.0,36.2,26.0,25.0
2023-06-03 01:35:00,26.1,36.2,27.0,31.44,26.7,26.7,[26.7],1.0,28.9,25.0,24.0,1.0,36.2,26.0,24.0,1.0,27.0,25.0,25.0,1.0,28.9,26.0,27.0,1.0,36.2,26.0,24.0
2023-06-03 01:40:00,26.1,35.9,26.7,31.02,26.5,26.5,[26.5],1.0,28.3,25.0,24.0,1.0,35.9,26.0,24.0,1.0,26.7,24.0,25.0,1.0,28.3,26.0,27.0,1.0,35.9,26.0,24.0
2023-06-03 01:45:00,26.3,35.9,26.5,30.860000000000003,26.5,26.5,[26.5],1.0,28.0,25.0,24.0,1.0,35.9,26.0,24.0,1.0,26.5,26.0,25.0,1.0,28.0,26.0,27.0,1.0,35.9,26.0,24.0
2023-06-03 01:50:00,26.0,35.7,26.7,30.74,26.5,26.5,[26.5],1.0,27.8,25.0,24.0,1.0,35.7,26.0,24.0,1.0,26.7,26.0,25.0,1.0,27.8,26.0,27.0,1.0,35.7,26.0,24.0
2023-06-03 01:55:00,25.9,35.6,26.7,30.6,26.5,26.5,[26.5],1.0,27.6,25.0,24.0,1.0,35.5,26.0,24.0,1.0,26.7,24.0,25.0,1.0,27.6,26.0,27.0,1.0,35.6,26.0,24.0
2023-06-03 02:00:00,26.2,35.6,26.2,30.42,26.4,26.4,[26.4],1.0,27.4,25.0,24.0,1.0,35.5,26.0,24.0,1.0,26.2,26.0,25.0,1.0,27.4,26.0,27.0,1.0,35.6,26.0,24.0
2023-06-03 02:05:00,26.0,35.6,26.3,30.4,26.4,26.4,[26.4],1.0,27.3,25.0,25.0,1.0,35.5,26.0,25.0,1.0,26.3,26.0,26.0,1.0,27.3,26.0,28.0,1.0,35.6,26.0,25.0
2023-06-03 02:10:00,26.5,35.8,27.2,30.96,26.8,26.8,[26.8],1.0,28.0,27.0,25.0,1.0,35.8,26.0,25.0,1.0,27.2,28.0,26.0,1.0,28.0,28.0,28.0,1.0,35.8,26.0,25.0
2023-06-03 02:15:00,26.7,35.6,26.8,30.880000000000003,26.6,26.6,[26.6],1.0,28.2,25.0,25.0,1.0,35.6,26.0,25.0,1.0,26.8,26.0,26.0,1.0,28.2,26.0,28.0,1.0,35.6,26.0,25.0
2023-06-03 02:20:00,26.7,35.6,27.4,31.24,27.0,27.0,[27.0],1.0,28.8,27.0,25.0,1.0,35.6,26.0,25.0,1.0,27.4,26.0,26.0,1.0,28.8,27.0,28.0,1.0,35.6,26.0,25.0
2023-06-03 02:25:00,26.6,36.3,27.5,31.660000000000004,27.1,27.1,[27.1],1.0,29.1,26.0,25.0,1.0,36.3,27.0,25.0,1.0,27.5,27.0,26.0,1.0,29.1,27.0,28.0,1.0,36.3,26.0,25.0
2023-06-03 02:30:00,26.5,36.4,27.3,31.46,26.9,26.9,[26.9],1.0,28.6,26.0,25.0,1.0,36.4,27.0,25.0,1.0,27.3,26.0,26.0,1.0,28.6,26.0,28.0,1.0,36.4,26.0,25.0
2023-06-03 02:35:00,26.5,36.4,27.3,31.46,26.8,26.8,[26.8],1.0,28.6,26.0,24.0,1.0,36.4,27.0,24.0,1.0,27.3,26.0,25.0,1.0,28.6,26.0,27.0,1.0,36.4,26.0,25.0
2023-06-03 02:40:00,26.5,36.2,27.2,31.24,26.6,26.6,[26.6],1.0,28.3,25.0,24.0,1.0,36.2,27.0,24.0,1.0,27.2,25.0,25.0,1.0,28.3,26.0,27.0,1.0,36.2,27.0,25.0
2023-06-03 02:45:00,26.2,35.9,26.6,30.880000000000003,26.6,26.6,[26.6],1.0,28.0,25.0,24.0,1.0,35.9,27.0,24.0,1.0,26.6,26.0,25.0,1.0,28.0,26.0,27.0,1.0,35.9,27.0,25.0
2023-06-03 02:50:00,26.5,35.7,26.6,30.72,26.4,26.4,[26.4],1.0,27.8,25.0,24.0,1.0,35.7,26.0,24.0,1.0,26.6,25.0,25.0,1.0,27.8,26.0,27.0,1.0,35.7,26.0,25.0
2023-06-03 02:55:00,26.5,35.7,26.3,30.580000000000005,26.4,26.4,[26.4],1.0,27.6,25.0,24.0,1.0,35.7,26.0,24.0,1.0,26.3,26.0,25.0,1.0,27.6,26.0,27.0,1.0,35.7,26.0,25.0
2023-06-03 03:00:00,26.5,35.7,26.2,30.520000000000003,26.3,26.3,[26.3],1.0,27.5,25.0,24.0,1.0,35.7,26.0,24.0,1.0,26.2,25.0,25.0,1.0,27.5,26.0,27.0,1.0,35.7,26.0,25.0
2023-06-03 03:05:00,26.5,35.6,26.3,30.48,26.4,26.4,[26.4],1.0,27.5,24.0,24.0,1.0,35.5,26.0,24.0,1.0,26.3,24.0,25.0,1.0,27.5,26.0,27.0,1.0,35.6,26.0,25.0
2023-06-03 03:10:00,26.6,35.5,26.2,30.46,26.9,26.9,[26.9],1.0,27.6,26.0,25.0,1.0,35.4,27.0,25.0,1.0,26.2,26.0,25.0,1.0,27.6,27.0,28.0,1.0,35.5,27.0,26.0
2023-06-03 03:15:00,26.7,36.0,27.0,31.12,27.1,27.1,[27.1],1.0,28.3,27.0,25.0,1.0,36.0,27.0,25.0,1.0,27.0,26.0,25.0,1.0,28.3,27.0,28.0,1.0,36.0,27.0,26.0
2023-06-03 03:20:00,26.4,36.5,27.6,31.84,27.2,27.2,[27.2],1.0,29.3,27.0,25.0,1.0,36.5,27.0,25.0,1.0,27.6,27.0,25.0,1.0,29.3,27.0,28.0,1.0,36.5,27.0,26.0
2023-06-03 03:25:00,26.6,36.5,27.6,31.84,27.1,27.1,[27.1],1.0,29.3,27.0,25.0,1.0,36.5,27.0,25.0,1.0,27.6,27.0,25.0,1.0,29.3,27.0,28.0,1.0,36.5,27.0,26.0
2023-06-03 03:30:00,26.6,36.3,27.6,31.8,27.3,27.3,[27.3],1.0,29.4,27.0,25.0,1.0,36.3,27.0,25.0,1.0,27.6,28.0,25.0,1.0,29.4,27.0,28.0,1.0,36.3,27.0,26.0
2023-06-03 03:35:00,26.5,36.4,27.3,31.74,27.0,27.0,[27.0],1.0,29.3,25.0,24.0,1.0,36.4,27.0,25.0,1.0,27.3,25.0,24.0,1.0,29.3,26.0,27.0,1.0,36.4,27.0,26.0
2023-06-03 03:40:00,26.6,36.1,26.9,31.340000000000003,26.7,26.7,[26.7],1.0,28.8,25.0,24.0,1.0,36.1,27.0,24.0,1.0,26.9,25.0,24.0,1.0,28.8,26.0,27.0,1.0,36.1,27.0,26.0
2023-06-03 03:45:00,26.6,36.1,26.8,31.12,26.5,26.5,[26.5],1.0,28.3,25.0,24.0,1.0,36.1,27.0,24.0,1.0,26.8,25.0,24.0,1.0,28.3,27.0,27.0,1.0,36.1,26.0,26.0
2023-06-03 03:50:00,26.6,36.0,26.4,30.880000000000003,26.4,26.4,[26.4],1.0,28.0,25.0,24.0,1.0,36.0,27.0,24.0,1.0,26.4,25.0,24.0,1.0,28.0,26.0,27.0,1.0,36.0,26.0,26.0
2023-06-03 03:55:00,26.5,35.8,26.3,30.779999999999998,26.4,26.4,[26.4],1.0,28.0,25.0,24.0,1.0,35.8,27.0,24.0,1.0,26.3,25.0,24.0,1.0,28.0,26.0,27.0,1.0,35.8,27.0,26.0
2023-06-03 04:00:00,26.7,35.8,26.3,30.660000000000004,26.6,26.6,[26.6],1.0,27.7,26.0,24.0,1.0,35.8,27.0,24.0,1.0,26.3,26.0,24.0,1.0,27.7,26.0,27.0,1.0,35.8,27.0,26.0
2023-06-03 04:05:00,26.8,35.9,26.3,30.660000000000004,26.6,26.6,[26.6],1.0,27.6,25.0,25.0,1.0,35.9,27.0,25.0,1.0,26.3,26.0,25.0,1.0,27.6,26.0,28.0,1.0,35.9,27.0,27.0
2023-06-03 04:10:00,26.8,35.9,26.5,30.660000000000004,26.5,26.5,[26.5],1.0,27.5,25.0,25.0,1.0,35.9,27.0,25.0,1.0,26.5,26.0,25.0,1.0,27.5,26.0,28.0,1.0,35.9,26.0,27.0
2023-06-03 04:15:00,26.9,36.0,26.6,30.92,26.8,26.8,[26.8],1.0,28.0,26.0,25.0,1.0,36.0,27.0,25.0,1.0,26.6,27.0,25.0,1.0,28.0,27.0,28.0,1.0,36.0,27.0,27.0
2023-06-03 04:20:00,26.9,36.4,27.3,31.46,27.0,27.0,[27.0],1.0,28.6,27.0,25.0,1.0,36.4,27.0,25.0,1.0,27.3,27.0,25.0,1.0,28.6,27.0,28.0,1.0,36.4,27.0,27.0
2023-06-03 04:25:00,26.7,36.4,27.3,31.54,26.9,26.9,[26.9],1.0,28.8,25.0,25.0,1.0,36.4,27.0,25.0,1.0,27.3,25.0,25.0,1.0,28.8,26.0,28.0,1.0,36.4,27.0,27.0
2023-06-03 04:30:00,26.5,36.2,26.7,31.34,26.7,26.7,[26.7],1.0,28.8,25.0,25.0,1.0,36.2,27.0,25.0,1.0,26.7,25.0,25.0,1.0,28.8,26.0,28.0,1.0,36.2,27.0,27.0
2023-06-03 04:35:00,26.7,36.3,27.1,31.42,27.0,27.0,[27.0],1.0,28.7,27.0,26.0,1.0,36.3,27.0,26.0,1.0,27.1,28.0,26.0,1.0,28.7,27.0,29.0,1.0,36.3,27.0,28.0
2023-06-03 04:40:00,26.8,36.6,27.6,31.840000000000003,27.2,27.2,[27.2],1.0,29.2,27.0,26.0,1.0,36.6,27.0,26.0,1.0,27.6,26.0,26.0,1.0,29.2,27.0,29.0,1.0,36.6,27.0,28.0
2023-06-03 04:45:00,26.7,36.7,28.0,31.96,27.5,27.5,[27.5],1.0,29.2,27.0,26.0,1.0,36.7,27.0,26.0,1.0,28.0,27.0,26.0,1.0,29.2,27.0,29.0,1.0,36.7,27.0,28.0
2023-06-03 04:50:00,26.8,36.8,28.1,32.22,27.6,27.6,[27.6],1.0,29.7,28.0,26.0,1.0,36.8,27.0,26.0,1.0,28.1,28.0,26.0,1.0,29.7,27.0,29.0,1.0,36.8,27.0,28.0
